Event,Division,Date,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Att,Comm,Total
2018-WUCC,A-X,2018-07-18,15:00,4,Normal,Playoff,Playoff (33-48),ARG Argentina Ultimate Club,ESP Disctèrics,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-18,15:00,4,Normal,Playoff,Playoff (33-48),ESP Disctèrics,ARG Argentina Ultimate Club,,,,,,1,1,2,3,3,10
2018-WUCC,A-X,2018-07-18,15:00,5,Normal,Playoff,Playoff (1-32) Round 2,RUS RusMixed,FRA Sesquidistus,,,,,,2,2,2,2,1,9
2018-WUCC,A-X,2018-07-18,15:00,5,Normal,Playoff,Playoff (1-32) Round 2,FRA Sesquidistus,RUS RusMixed,,,,,,0,2,1,2,1,6
2018-WUCC,A-X,2018-07-18,15:00,6,Normal,Playoff,Playoff (1-32) Round 2,SGP Chuckies,GBR Reading Ultimate,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-18,15:00,6,Normal,Playoff,Playoff (1-32) Round 2,GBR Reading Ultimate,SGP Chuckies,,,,,,2,3,2,2,2,11
2018-WUCC,A-X,2018-07-18,15:00,7,Normal,Playoff,Playoff (1-32) Round 2,PHI Mulatto Pilipinas,AUS Vanguard,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-18,15:00,7,Normal,Playoff,Playoff (1-32) Round 2,AUS Vanguard,PHI Mulatto Pilipinas,,,,,,2,1,2,3,2,10
2018-WUCC,A-X,2018-07-18,15:00,8,Normal,Playoff,Playoff (1-32) Round 2,JPN Shinshu Loose,GBR Glasgow Ultimate,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-18,15:00,8,Normal,Playoff,Playoff (1-32) Round 2,GBR Glasgow Ultimate,JPN Shinshu Loose,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-18,15:00,9,Normal,Playoff,Playoff (1-32) Round 2,CAN Anchor,USA BFG,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-18,15:00,9,Normal,Playoff,Playoff (1-32) Round 2,USA BFG,CAN Anchor,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,17:00,15,Normal,Playoff,Playoff (1-32) Round 2,USA AMP,GER Colorado,,,,,,2,2,3,4,3,14
2018-WUCC,A-X,2018-07-18,17:00,15,Normal,Playoff,Playoff (1-32) Round 2,GER Colorado,USA AMP,,,,,,2,2,4,3,3,14
2018-WUCC,A-X,2018-07-18,17:00,16,Normal,Playoff,Playoff (1-32) Round 2,JPN Cafe de Luida,GER Hässliche Erdferkel,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-18,17:00,16,Normal,Playoff,Playoff (1-32) Round 2,GER Hässliche Erdferkel,JPN Cafe de Luida,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-18,17:00,17,Normal,Playoff,Playoff (1-32) Round 2,GBR SMOG,JPN IKU,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-18,17:00,17,Normal,Playoff,Playoff (1-32) Round 2,JPN IKU,GBR SMOG,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-18,17:00,19,Normal,Playoff,Playoff (1-32) Round 2,COL Macondo,CAN Banana Cutters,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,17:00,19,Normal,Playoff,Playoff (1-32) Round 2,CAN Banana Cutters,COL Macondo,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-18,17:00,20,Normal,Playoff,Playoff (1-32) Round 2,COL Urosoul,ESP Mubidisk,,,,,,1,1,2,2,1,7
2018-WUCC,A-X,2018-07-18,17:00,20,Normal,Playoff,Playoff (1-32) Round 2,ESP Mubidisk,COL Urosoul,,,,,,1,1,1,1,1,5
2018-WUCC,A-X,2018-07-18,17:00,21,Normal,Playoff,Playoff (1-32) Round 2,CAN Battleship,GER Sugar Mix,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,17:00,21,Normal,Playoff,Playoff (1-32) Round 2,GER Sugar Mix,CAN Battleship,,,,,,0,2,1,1,2,6
2018-WUCC,A-X,2018-07-18,17:00,22,Normal,Playoff,Playoff (1-32) Round 2,USA Seattle Mixtape,GBR Black Eagles,,,,,,2,1,1,2,2,8
2018-WUCC,A-X,2018-07-18,17:00,22,Normal,Playoff,Playoff (1-32) Round 2,GBR Black Eagles,USA Seattle Mixtape,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-18,17:00,23,Normal,Playoff,Playoff (1-32) Round 2,AUS Friskee,USA Slow White,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,17:00,23,Normal,Playoff,Playoff (1-32) Round 2,USA Slow White,AUS Friskee,,,,,,1,3,3,2,2,11
2018-WUCC,A-X,2018-07-19,09:00,1,Normal,Playoff,Playoff (33-48) Quarterfinals,RSA UCT Flying Tigers,MEX Cóndor Ultimate,,,,,,2,1,2,3,3,11
2018-WUCC,A-X,2018-07-19,09:00,1,Normal,Playoff,Playoff (33-48) Quarterfinals,MEX Cóndor Ultimate,RSA UCT Flying Tigers,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-19,09:00,10,Normal,Playoff,Playoff (33-48) Quarterfinals,VEN Yanomami,SGP Freakshow Singapore,,,,,,2,1,3,2,3,11
2018-WUCC,A-X,2018-07-19,09:00,10,Normal,Playoff,Playoff (33-48) Quarterfinals,SGP Freakshow Singapore,VEN Yanomami,,,,,,1,2,2,2,2,9
2018-WUCC,A-X,2018-07-19,09:00,11,Normal,Playoff,Playoff (1-32) Quarterfinals,CAN Anchor,AUS Friskee,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-19,09:00,11,Normal,Playoff,Playoff (1-32) Quarterfinals,AUS Friskee,CAN Anchor,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-19,09:00,12,Normal,Playoff,Playoff (1-32) Quarterfinals,COL Voltaje,GER Colorado,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-19,09:00,12,Normal,Playoff,Playoff (1-32) Quarterfinals,GER Colorado,COL Voltaje,,,,,,1,1,1,2,1,6
2018-WUCC,A-X,2018-07-19,09:00,13,Normal,Playoff,Playoff (1-32) Quarterfinals,GBR Black Eagles,NZL Marvellous DC,,,,,,2,2,2,1,2,9
2018-WUCC,A-X,2018-07-19,09:00,13,Normal,Playoff,Playoff (1-32) Quarterfinals,NZL Marvellous DC,GBR Black Eagles,,,,,,1,1,1,2,1,6
2018-WUCC,A-W,2018-07-19,09:00,14,Normal,Playoff,Playoff (1-16) Quarterfinals,CAN 6ixers,USA Seattle Riot,,,,,,2,1,2,3,2,10
2018-WUCC,A-W,2018-07-19,09:00,14,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Seattle Riot,CAN 6ixers,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-19,09:00,16,Normal,Playoff,Playoff (1-32) Quarterfinals,AUS Pie Wagon,JPN Cafe de Luida,,,,,,2,3,3,3,2,13
2018-WUCC,A-X,2018-07-19,09:00,16,Normal,Playoff,Playoff (1-32) Quarterfinals,JPN Cafe de Luida,AUS Pie Wagon,,,,,,2,3,2,2,3,12
2018-WUCC,A-M,2018-07-19,09:00,17,Normal,Playoff,Playoff (1-16) Quarterfinals,SUI Freespeed,NZL Wildcats,,,,,,2,3,3,3,2,13
2018-WUCC,A-M,2018-07-19,09:00,17,Normal,Playoff,Playoff (1-16) Quarterfinals,NZL Wildcats,SUI Freespeed,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-19,09:00,18,Normal,Playoff,Playoff (1-16) Quarterfinals,JPN Swampybarg,JPN MUD,,,,,,2,1,2,2,2,9
2018-WUCC,A-W,2018-07-19,09:00,18,Normal,Playoff,Playoff (1-16) Quarterfinals,JPN MUD,JPN Swampybarg,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,09:00,19,Normal,Playoff,Playoff (1-16) Quarterfinals,COL Comunidad El Oso,ITA CUSB,,,,,,2,1,2,1,2,8
2018-WUCC,A-M,2018-07-19,09:00,19,Normal,Playoff,Playoff (1-16) Quarterfinals,ITA CUSB,COL Comunidad El Oso,,,,,,1,2,1,2,2,8
2018-WUCC,A-X,2018-07-19,09:00,2,Normal,Playoff,Playoff (33-48) Quarterfinals,KEN Kisumu Frisbee Club,HKG Hong Kong NEON,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-19,09:00,2,Normal,Playoff,Playoff (33-48) Quarterfinals,HKG Hong Kong NEON,KEN Kisumu Frisbee Club,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-19,09:00,20,Normal,Playoff,Playoff (1-16) Quarterfinals,COL Euforia,CAN General Strike,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,09:00,20,Normal,Playoff,Playoff (1-16) Quarterfinals,CAN General Strike,COL Euforia,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,09:00,21,Normal,Playoff,Playoff (1-16) Quarterfinals,FRA TCHAC,USA Revolver,,,,,,2,2,3,2,3,12
2018-WUCC,A-M,2018-07-19,09:00,21,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Revolver,FRA TCHAC,,,,,,1,2,3,2,2,10
2018-WUCC,A-M,2018-07-19,09:00,22,Normal,Playoff,Playoff (1-16) Quarterfinals,JPN Nomadic Tribe,CAN Goat,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-19,09:00,22,Normal,Playoff,Playoff (1-16) Quarterfinals,CAN Goat,JPN Nomadic Tribe,,,,,,1,2,1,2,2,8
2018-WUCC,A-W,2018-07-19,09:00,23,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Molly Brown Ultimate,USA Atlanta Ozone,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-19,09:00,23,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Atlanta Ozone,USA Molly Brown Ultimate,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,09:00,24,Normal,Playoff,Playoff (1-16) Quarterfinals,GBR Chevron Action Flash,GBR Clapham Ultimate,,,,,,2,2,2,3,1,10
2018-WUCC,A-M,2018-07-19,09:00,24,Normal,Playoff,Playoff (1-16) Quarterfinals,GBR Clapham Ultimate,GBR Chevron Action Flash,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-19,09:00,27,Normal,Playoff,Playoff (1-16) Quarterfinals,AUS Ellipsis,CAN Iris,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-19,09:00,27,Normal,Playoff,Playoff (1-16) Quarterfinals,CAN Iris,AUS Ellipsis,,,,,,2,2,2,2,1,9
2018-WUCC,A-W,2018-07-19,09:00,28,Normal,Playoff,Playoff (1-16) Quarterfinals,GBR Iceni,FIN Atletico,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-19,09:00,28,Normal,Playoff,Playoff (1-16) Quarterfinals,FIN Atletico,GBR Iceni,,,,,,2,2,3,2,2,11
2018-WUCC,A-W,2018-07-19,09:00,29,Normal,Playoff,Playoff (1-16) Quarterfinals,CAN Traffic,RUS Brilliance,,,,,,1,0,1,2,2,6
2018-WUCC,A-W,2018-07-19,09:00,29,Normal,Playoff,Playoff (1-16) Quarterfinals,RUS Brilliance,CAN Traffic,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-19,09:00,3,Normal,Playoff,Playoff (1-32) Quarterfinals,RUS RusMixed,COL Macondo,,,,,,2,2,2,1,1,8
2018-WUCC,A-X,2018-07-19,09:00,3,Normal,Playoff,Playoff (1-32) Quarterfinals,COL Macondo,RUS RusMixed,,,,,,2,1,2,2,1,8
2018-WUCC,A-X,2018-07-19,09:00,4,Normal,Playoff,Playoff (1-32) Quarterfinals,ESP Mubidisk,GBR Glasgow Ultimate,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-19,09:00,4,Normal,Playoff,Playoff (1-32) Quarterfinals,GBR Glasgow Ultimate,ESP Mubidisk,,,,,,1,2,2,2,3,10
2018-WUCC,A-X,2018-07-19,09:00,5,Normal,Playoff,Playoff (1-32) Quarterfinals,AUS Vanguard,GER Sugar Mix,,,,,,2,3,2,2,2,11
2018-WUCC,A-X,2018-07-19,09:00,5,Normal,Playoff,Playoff (1-32) Quarterfinals,GER Sugar Mix,AUS Vanguard,,,,,,2,3,4,3,3,15
2018-WUCC,A-X,2018-07-19,09:00,6,Normal,Playoff,Playoff (1-32) Quarterfinals,JPN IKU,SGP Chuckies,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-19,09:00,6,Normal,Playoff,Playoff (1-32) Quarterfinals,SGP Chuckies,JPN IKU,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-19,09:00,7,Normal,Playoff,Playoff (1-32) Quarterfinals,GBR Reading Ultimate,FRA Sesquidistus,,,,,,2,3,2,3,3,13
2018-WUCC,A-X,2018-07-19,09:00,7,Normal,Playoff,Playoff (1-32) Quarterfinals,FRA Sesquidistus,GBR Reading Ultimate,,,,,,2,3,2,3,3,13
2018-WUCC,A-X,2018-07-19,09:00,8,Normal,Playoff,Playoff (1-32) Quarterfinals,JPN Shinshu Loose,PHI Mulatto Pilipinas,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-19,09:00,8,Normal,Playoff,Playoff (1-32) Quarterfinals,PHI Mulatto Pilipinas,JPN Shinshu Loose,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-19,09:00,9,Normal,Playoff,Playoff (33-48) Quarterfinals,IND Stall7,NZL Black Sheep,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-19,09:00,9,Normal,Playoff,Playoff (33-48) Quarterfinals,NZL Black Sheep,IND Stall7,,,,,,1,3,2,2,2,10
2018-WUCC,A-M,2018-07-19,11:00,1,Normal,Playoff,Playoff (25-40) Quarterfinals,FIN OTSO,GBR Devon,,,,,,2,2,3,2,3,12
2018-WUCC,A-M,2018-07-19,11:00,1,Normal,Playoff,Playoff (25-40) Quarterfinals,GBR Devon,FIN OTSO,,,,,,2,1,1,2,2,8
2018-WUCC,A-X,2018-07-19,11:00,10,Normal,Playoff,Playoff (33-48) Quarterfinals,SUI Panthers Bern,SUI Wizards,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-19,11:00,10,Normal,Playoff,Playoff (33-48) Quarterfinals,SUI Wizards,SUI Panthers Bern,,,,,,2,1,3,2,3,11
2018-WUCC,A-M,2018-07-19,11:00,11,Normal,Playoff,Playoff (17-24),AUT FWD>>,SUI Flying Angels Bern,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-19,11:00,11,Normal,Playoff,Playoff (17-24),SUI Flying Angels Bern,AUT FWD>>,,,,,,3,3,3,3,2,14
2018-WUCC,A-X,2018-07-19,11:00,13,Normal,Playoff,Playoff (1-32) Quarterfinals,USA Slow White,USA Seattle Mixtape,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-19,11:00,13,Normal,Playoff,Playoff (1-32) Quarterfinals,USA Seattle Mixtape,USA Slow White,,,,,,2,1,1,2,2,8
2018-WUCC,A-W,2018-07-19,11:00,14,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Fury,USA Boston Brute Squad,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-19,11:00,14,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Boston Brute Squad,USA Fury,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-19,11:00,15,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Doublewide,GER Bad Skid,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-19,11:00,15,Normal,Playoff,Playoff (1-16) Quarterfinals,GER Bad Skid,USA Doublewide,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-19,11:00,16,Normal,Playoff,Playoff (17-24),VEN Warao Ultimate Club,DOM Relámpagos,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-19,11:00,16,Normal,Playoff,Playoff (17-24),DOM Relámpagos,VEN Warao Ultimate Club,,,,,,1,2,2,2,1,8
2018-WUCC,A-X,2018-07-19,11:00,17,Normal,Playoff,Playoff (1-32) Quarterfinals,USA Wild Card,NED GRUT,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-19,11:00,17,Normal,Playoff,Playoff (1-32) Quarterfinals,NED GRUT,USA Wild Card,,,,,,1,2,2,3,3,11
2018-WUCC,A-W,2018-07-19,11:00,19,Normal,Playoff,Playoff (17-24),ITA CUSB SHOUT,CAN Fusion,,,,,,2,2,2,1,2,9
2018-WUCC,A-W,2018-07-19,11:00,19,Normal,Playoff,Playoff (17-24),CAN Fusion,ITA CUSB SHOUT,,,,,,1,2,2,2,2,9
2018-WUCC,A-M,2018-07-19,11:00,2,Normal,Playoff,Playoff (25-40) Quarterfinals,JPN Heat Haze,CHN Shanghai Chuchai,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-19,11:00,2,Normal,Playoff,Playoff (25-40) Quarterfinals,CHN Shanghai Chuchai,JPN Heat Haze,,,,,,3,2,3,2,2,12
2018-WUCC,A-W,2018-07-19,11:00,20,Normal,Playoff,Playoff (17-24),FRA YAKA,COL AeroSoul,,,,,,2,2,2,2,1,9
2018-WUCC,A-W,2018-07-19,11:00,20,Normal,Playoff,Playoff (17-24),COL AeroSoul,FRA YAKA,,,,,,2,2,1,1,2,8
2018-WUCC,A-X,2018-07-19,11:00,21,Normal,Playoff,Playoff (33-48) Quarterfinals,ARG Argentina Ultimate Club,CHI Disco Sour,,,,,,3,2,2,3,2,12
2018-WUCC,A-X,2018-07-19,11:00,21,Normal,Playoff,Playoff (33-48) Quarterfinals,CHI Disco Sour,ARG Argentina Ultimate Club,,,,,,1,3,2,1,2,9
2018-WUCC,A-W,2018-07-19,11:00,22,Normal,Playoff,Playoff (1-16) Quarterfinals,JPN HUCK,COL Revolution,,,,,,2,2,3,2,3,12
2018-WUCC,A-W,2018-07-19,11:00,22,Normal,Playoff,Playoff (1-16) Quarterfinals,COL Revolution,JPN HUCK,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-19,11:00,23,Normal,Playoff,Playoff (1-16) Quarterfinals,AUS Colony,USA Ring of Fire,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,11:00,23,Normal,Playoff,Playoff (1-16) Quarterfinals,USA Ring of Fire,AUS Colony,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-19,11:00,24,Normal,Playoff,Playoff (33-48) Quarterfinals,URU Charrúa,KOR BOOM!,,,,,,2,2,2,2,1,9
2018-WUCC,A-X,2018-07-19,11:00,24,Normal,Playoff,Playoff (33-48) Quarterfinals,KOR BOOM!,URU Charrúa,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-19,11:00,25,Normal,Playoff,Playoff (1-32) Quarterfinals,CAN Banana Cutters,GBR SMOG,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-19,11:00,25,Normal,Playoff,Playoff (1-32) Quarterfinals,GBR SMOG,CAN Banana Cutters,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-19,11:00,29,Normal,Playoff,Playoff (1-32) Quarterfinals,CAN Battleship,COL Urosoul,,,,,,1,1,1,1,1,5
2018-WUCC,A-X,2018-07-19,11:00,29,Normal,Playoff,Playoff (1-32) Quarterfinals,COL Urosoul,CAN Battleship,,,,,,2,1,2,1,1,7
2018-WUCC,A-M,2018-07-19,11:00,3,Normal,Playoff,Playoff (25-40) Quarterfinals,IRL PELT Ultimate,SGP Crackerjacks,,,,,,2,1,3,3,3,12
2018-WUCC,A-M,2018-07-19,11:00,3,Normal,Playoff,Playoff (25-40) Quarterfinals,SGP Crackerjacks,IRL PELT Ultimate,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-19,11:00,4,Normal,Playoff,Playoff (25-40) Quarterfinals,GER Family Ultimate,BEL Freezzz Beezzz,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-19,11:00,4,Normal,Playoff,Playoff (25-40) Quarterfinals,BEL Freezzz Beezzz,GER Family Ultimate,,,,,,2,2,3,2,1,10
2018-WUCC,A-W,2018-07-19,11:00,5,Normal,Playoff,Playoff (25-40) Quarterfinals,SGP HAVOC,GER Seagulls,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-19,11:00,5,Normal,Playoff,Playoff (25-40) Quarterfinals,GER Seagulls,SGP HAVOC,,,,,,1,2,1,3,2,9
2018-WUCC,A-W,2018-07-19,11:00,6,Normal,Playoff,Playoff (25-40) Quarterfinals,MEX Malafama,GBR SYC,,,,,,2,2,1,2,1,8
2018-WUCC,A-W,2018-07-19,11:00,6,Normal,Playoff,Playoff (25-40) Quarterfinals,GBR SYC,MEX Malafama,,,,,,2,1,2,2,1,8
2018-WUCC,A-W,2018-07-19,11:00,7,Normal,Playoff,Playoff (25-40) Quarterfinals,COL Bamboo,GER Mainzelmädchen,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-19,11:00,7,Normal,Playoff,Playoff (25-40) Quarterfinals,GER Mainzelmädchen,COL Bamboo,,,,,,1,1,1,3,2,8
2018-WUCC,A-W,2018-07-19,11:00,8,Normal,Playoff,Playoff (25-40) Quarterfinals,POL Troubles,BEL Gentleladies,,,,,,1,2,2,2,1,8
2018-WUCC,A-W,2018-07-19,11:00,8,Normal,Playoff,Playoff (25-40) Quarterfinals,BEL Gentleladies,POL Troubles,,,,,,2,1,0,2,2,7
2018-WUCC,A-X,2018-07-19,11:00,9,Normal,Playoff,Playoff (33-48) Quarterfinals,BEL Flying Rabbits Ultimate Club,ESP Disctèrics,,,,,,2,1,3,2,1,9
2018-WUCC,A-X,2018-07-19,11:00,9,Normal,Playoff,Playoff (33-48) Quarterfinals,ESP Disctèrics,BEL Flying Rabbits Ultimate Club,,,,,,2,2,3,4,3,14
2018-WUCC,A-W,2018-07-19,13:00,10,Normal,Playoff,Playoff (1-16) Semifinals,USA Atlanta Ozone,CAN 6ixers,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-19,13:00,10,Normal,Playoff,Playoff (1-16) Semifinals,CAN 6ixers,USA Atlanta Ozone,,,,,,2,1,3,2,2,10
2018-WUCC,A-W,2018-07-19,13:00,11,Normal,Playoff,Playoff (25-40) Quarterfinals,CHN Sirens,AUS Kaos,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-19,13:00,11,Normal,Playoff,Playoff (25-40) Quarterfinals,AUS Kaos,CHN Sirens,,,,,,2,1,2,3,2,10
2018-WUCC,A-M,2018-07-19,13:00,13,Normal,Playoff,Playoff (1-16) Semifinals,GBR Clapham Ultimate,SUI Freespeed,,,,,,2,2,3,1,2,10
2018-WUCC,A-M,2018-07-19,13:00,13,Normal,Playoff,Playoff (1-16) Semifinals,SUI Freespeed,GBR Clapham Ultimate,,,,,,1,2,1,0,3,7
2018-WUCC,A-W,2018-07-19,13:00,14,Normal,Playoff,Playoff (25-40) Quarterfinals,SWE KFUM Örebro Frisbee,TPE Daione Kumay,,,,,,1,2,2,2,2,9
2018-WUCC,A-W,2018-07-19,13:00,14,Normal,Playoff,Playoff (25-40) Quarterfinals,TPE Daione Kumay,SWE KFUM Örebro Frisbee,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-19,13:00,15,Normal,Playoff,Playoff (1-16) Semifinals,COL Euforia,ITA CUSB,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-19,13:00,15,Normal,Playoff,Playoff (1-16) Semifinals,ITA CUSB,COL Euforia,,,,,,3,2,3,3,3,14
2018-WUCC,A-W,2018-07-19,13:00,16,Normal,Playoff,Playoff (1-16) Semifinals,JPN MUD,RUS Brilliance,,,,,,2,1,1,1,2,7
2018-WUCC,A-W,2018-07-19,13:00,16,Normal,Playoff,Playoff (1-16) Semifinals,RUS Brilliance,JPN MUD,,,,,,1,1,0,2,1,5
2018-WUCC,A-M,2018-07-19,13:00,17,Normal,Playoff,Playoff (17-24),AUS Juggernaut,IRL Ranelagh,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-19,13:00,17,Normal,Playoff,Playoff (17-24),IRL Ranelagh,AUS Juggernaut,,,,,,2,2,3,3,3,13
2018-WUCC,A-W,2018-07-19,13:00,18,Normal,Playoff,Playoff (1-16) Semifinals,FIN Atletico,AUS Ellipsis,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-19,13:00,18,Normal,Playoff,Playoff (1-16) Semifinals,AUS Ellipsis,FIN Atletico,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-19,13:00,19,Normal,Playoff,Playoff (17-24),AUT Mantis,JPN UNO,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-19,13:00,19,Normal,Playoff,Playoff (17-24),JPN UNO,AUT Mantis,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-19,13:00,2,Normal,Playoff,Playoff (25-40) Quarterfinals,GBR Nice Bristols,SGP Rampage,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-19,13:00,2,Normal,Playoff,Playoff (25-40) Quarterfinals,SGP Rampage,GBR Nice Bristols,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-19,13:00,20,Normal,Playoff,Playoff (17-24),SUI FABulous,SUI ZUF,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-19,13:00,20,Normal,Playoff,Playoff (17-24),SUI ZUF,SUI FABulous,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,13:00,21,Normal,Playoff,Playoff (25-40) Quarterfinals,RUS Sokol,SWE KFUM Örebro Frisbee,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,13:00,21,Normal,Playoff,Playoff (25-40) Quarterfinals,SWE KFUM Örebro Frisbee,RUS Sokol,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-19,13:00,22,Normal,Playoff,Playoff (1-32) Quarterfinals,GER Hässliche Erdferkel,USA AMP,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-19,13:00,22,Normal,Playoff,Playoff (1-32) Quarterfinals,USA AMP,GER Hässliche Erdferkel,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-19,13:00,23,Normal,Playoff,Playoff (1-32) Quarterfinals,CAN Crash,USA BFG,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-19,13:00,23,Normal,Playoff,Playoff (1-32) Quarterfinals,USA BFG,CAN Crash,,,,,,2,3,3,4,4,16
2018-WUCC,A-M,2018-07-19,13:00,24,Normal,Playoff,Playoff (25-40) Quarterfinals,AUT thebigEZ,FRA IZNOGOOD,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-19,13:00,24,Normal,Playoff,Playoff (25-40) Quarterfinals,FRA IZNOGOOD,AUT thebigEZ,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-19,13:00,26,Normal,Playoff,Playoff (25-40) Quarterfinals,RSA Long Donkeys,TPE Daione Kumay,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-19,13:00,26,Normal,Playoff,Playoff (25-40) Quarterfinals,TPE Daione Kumay,RSA Long Donkeys,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-19,13:00,27,Normal,Playoff,Playoff (1-32) Semifinals,GBR Glasgow Ultimate,COL Macondo,,,,,,2,2,2,3,2,11
